Activation,LearningRate,N,Op1,Op2,Op3,Op4,Op5,Op6,Optimizer,Resolution,TrivialAugment,W,WeightDecay,epoch,valid-acc,latency,runtime,FLOPS,size_MB,test-acc,$<train-acc
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,19,90.48148150731647,0.356390671386052,4969.250415802002,3.444906,0.025654,90.04285710797991,91.87301587024784
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,20,91.14285711863684,0.3559508164821904,5225.796001911163,3.444906,0.025654,90.91428567940848,91.907029474306
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,21,88.4021163778961,0.356149311763527,5483.381096839905,3.444906,0.025654,87.89999997384207,91.95011337591676
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,22,90.8941798554274,0.355710167034587,5739.491559267044,3.444906,0.025654,90.62857142857143,91.97052154125812
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,23,84.77777776647497,0.3552380327772569,5995.805812120438,3.444906,0.025654,84.51428566196986,92.05215419085928
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,24,91.306878282658,0.355052722592765,6252.137737989426,3.444906,0.025654,90.81428573172433,92.12698412214009
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,25,90.45502646632926,0.3546838466320259,6510.083175420761,3.444906,0.025654,90.15714285714286,91.95918366931734
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,26,89.14814811585441,0.3543268905877005,6765.506061792374,3.444906,0.025654,89.02857142857142,92.1927437614043
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,27,90.5238095286536,0.3541215547130426,7022.440917015076,3.444906,0.025654,90.3285713849749,92.25170067542804
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,28,90.07936508420914,0.3538365710287941,7278.9066824913025,3.444906,0.025654,90.0285713936942,92.34013605096172
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,29,90.0687830526362,0.3533466866520777,7532.73396229744,3.444906,0.025654,89.64285715157645,92.4036281158378
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,30,86.30158724830264,0.3529897535942696,7786.144116163254,3.444906,0.025654,85.95714288330078,92.27437641446552
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,31,88.46560842685598,0.3528021265415463,8041.02222943306,3.444906,0.025654,88.32857141985212,92.43990929359212
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,32,92.07407402886284,0.352448828722059,8295.319454908371,3.444906,0.025654,92.21428567068918,92.51020407886462
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,33,86.32804234580388,0.3521484511239188,8549.194553136826,3.444906,0.025654,86.17142851911272,92.57369613958863
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,34,92.32804227637236,0.3518562872572809,8802.656138181686,3.444906,0.025654,91.9285713936942,92.58276643437324
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,35,89.77248675472522,0.3516319375414251,9056.70736169815,3.444906,0.025654,89.60000001743862,92.52154194596132
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,36,90.9682539521071,0.3516917656062243,9309.952926158903,3.444906,0.025654,91.02857137625558,92.68707482647191
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,37,91.19576716508814,0.3514182895645273,9563.489850521088,3.444906,0.025654,90.9857143031529,92.63718820446474
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,38,92.11640208572308,0.3511877535814387,9816.793649673462,3.444906,0.025654,91.99999997384208,92.8956916079013
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,39,90.185185196488,0.3509234888862116,10071.580259799955,3.444906,0.025654,89.69999996512277,92.72335600561026
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,40,91.23280424410704,0.3507289028627992,10325.22445344925,3.444906,0.025654,91.31428574044364,92.72108843399012
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,41,88.56613757098162,0.3505150145983244,10577.850120306017,3.444906,0.025654,88.35714284842355,92.67120181059892
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,42,90.85185186315466,0.3505087078974339,10833.61106133461,3.444906,0.025654,90.48571424211777,92.7324262990108
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,43,91.8148148051267,0.3503171252245277,11086.756519079208,3.444906,0.025654,90.9857143031529,92.78458049540616
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,44,91.41269841108372,0.350129644592087,11340.570051193235,3.444906,0.025654,91.47142858014789,93.00453514324025
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,45,91.35449738033236,0.3500805468025355,11594.722255945206,3.444906,0.025654,91.4857143118722,93.04761904277498
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,46,91.64550262128236,0.3498950317687629,11849.992070913317,3.444906,0.025654,91.2000000174386,93.0068027176284
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,47,91.58201057232246,0.3497867438588118,12102.862169981005,3.444906,0.025654,91.5714285888672,93.02494330581354
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,48,92.61375657500412,0.3496047323888486,12356.973142385485,3.444906,0.025654,92.24285715157644,93.06122448702789
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,49,91.54497355627636,0.3495703608449981,12611.784490585327,3.444906,0.025654,91.48571425083703,92.93877550536004
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,50,88.4021163778961,0.3494398005533402,12865.387777805328,3.444906,0.025654,88.05714287458147,93.07709750013288
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,51,91.70899467024223,0.3495666104978847,13119.922504901886,3.444906,0.025654,91.6285714024135,93.26984126707325
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,52,90.40211637143736,0.3494863169243543,13376.087945222856,3.444906,0.025654,89.9,93.20181405618888
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,53,91.9153438911236,0.3494456670556436,13633.1026160717,3.444906,0.025654,91.57142852783204,93.16553287705057
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,54,91.96825396663928,0.3494188224756204,13889.00872540474,3.444906,0.025654,91.77142858886718,93.14058956500897
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,55,91.97354498484778,0.3494287180406832,14147.252889156342,3.444906,0.025654,91.77142858886718,93.28117913486196
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,56,91.74603169436178,0.3494098705589212,14404.395549058914,3.444906,0.025654,91.55714281354632,93.1428571400891
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,57,92.30158727090826,0.3494106185697067,14663.113496541975,3.444906,0.025654,91.99999996512275,93.2879818559504
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,58,86.46560841878255,0.3494535731158296,14921.93754529953,3.444906,0.025654,85.95714281354631,93.50113378338804
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,59,89.84126981704954,0.3495418982152874,15183.053390741348,3.444906,0.025654,89.24285709054129,93.3038548718234
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,60,92.08465606850922,0.3497035848821299,15445.371877908708,3.444906,0.025654,91.85714286586216,93.26077097298068
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,61,91.45502640981525,0.3498877584316269,15711.018939733503,3.444906,0.025654,91.4857143031529,93.44217686798028
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,62,90.57671958156364,0.35004654793829,15975.531868219376,3.444906,0.025654,90.91428573172432,93.37868480172015
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,63,86.39153433824973,0.3502703228412966,16242.365877866743,3.444906,0.025654,86.19999999128069,93.36054421353502
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,64,91.0529100351485,0.3506306726281247,16509.845759630203,3.444906,0.025654,90.97142857142858,93.30385487320744
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,65,89.96825391496931,0.3508337078598652,16776.952306747437,3.444906,0.025654,89.25714282226562,93.4943310622996
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,66,92.12698413828691,0.3512178186535123,17046.18182873726,3.444906,0.025654,91.71428572300502,93.49206348791144
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,67,91.13756610688708,0.3515255189748454,17320.043568134308,3.444906,0.025654,90.91428567940848,93.63945577746888
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,68,92.74603170082052,0.3518644044861153,17594.301445245743,3.444906,0.025654,92.47142858886718,93.66666666320664
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,69,91.87830684762784,0.3521696734715239,17867.055869102478,3.444906,0.025654,91.58571428571427,93.59637187931811
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,70,88.65079366855521,0.3525017838096724,18141.061053037643,3.444906,0.025654,88.45714282226562,93.71882085890996
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,71,92.28042324974425,0.3528424535224745,18415.199291706085,3.444906,0.025654,91.82857143729072,93.68480725277578
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,72,92.00000001937624,0.3531169467031674,18689.06125307083,3.444906,0.025654,91.14285713413784,93.5374149652944
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,73,91.3492063540504,0.3534095450784804,18963.45779657364,3.444906,0.025654,91.21428574044364,93.86621314639136
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,74,90.95238096368377,0.353796307749282,19240.35609698296,3.444906,0.025654,90.87142855398996,93.74376416956756
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,75,92.97883599175348,0.3541220940279377,19516.92478966713,3.444906,0.025654,92.61428567068916,93.69841269564466
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,76,90.35449734480925,0.3544671884665424,19795.059230089188,3.444906,0.025654,89.8714285975865,93.63718820446474
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,77,92.6455026503467,0.3548173803542649,20073.888966798782,3.444906,0.025654,92.54285714285714,93.8004535112792
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,78,89.42328044104198,0.3551458427129718,20352.879203796387,3.444906,0.025654,89.28571432059152,93.76417233075684
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,79,92.61375661214193,0.3555362962857293,20633.273999929428,3.444906,0.025654,92.57142854527063,93.82993196932908
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,80,92.14814813846004,0.3559193381006653,20915.86603140831,3.444906,0.025654,91.74285714285716,93.79591836527092
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,81,92.64550262935578,0.356277178381537,21197.54160451889,3.444906,0.025654,92.3285713936942,93.72335600630224
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,82,89.93650792681981,0.3566595347851096,21479.00513887405,3.444906,0.025654,89.41428572300502,93.85260770283048
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,83,92.12169312007843,0.3570545887826193,21761.45768237114,3.444906,0.025654,91.51428567068918,93.79365079019075
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,84,92.1164021422371,0.3574043972550518,22043.142560005188,3.444906,0.025654,91.74285710797992,93.94784580152862
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,85,91.92592593077,0.357786050094303,22324.2523663044,3.444906,0.025654,91.2857142944336,93.87755101833214
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,86,92.15873013450984,0.3581349220722873,22606.419724226,3.444906,0.025654,92.07142852783204,94.07029477973644
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,87,90.62433859365956,0.3584629715185733,22887.468016147614,3.444906,0.025654,90.11428572300504,94.04081632237856
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,88,92.05291003676318,0.3587777002257772,23168.49040937424,3.444906,0.025654,91.65714287458148,94.00453514254824
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,89,91.59259258290447,0.3590629916592206,23450.780869960785,3.444906,0.025654,91.257142804827,93.99319727545152
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,90,91.79365079849484,0.3593263212692477,23730.901260375977,3.444906,0.025654,91.62857144601004,93.99773242491985
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,91,88.83597881175854,0.3596334277454101,24010.573806285855,3.444906,0.025654,88.8714286063058,94.16099773035027
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,92,92.68783065715164,0.359908504370817,24293.05215525627,3.444906,0.025654,92.51428572300502,94.1292516965282
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,93,92.02645497478504,0.3601907561638685,24574.349696159363,3.444906,0.025654,91.47142857142858,94.11111110834308
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,94,92.35449735126798,0.3604689045930901,24855.532864570618,3.444906,0.025654,92.01428573172431,94.05895691402375
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,95,92.60317460155991,0.3607211917275651,25137.005388736725,3.444906,0.025654,92.04285716029575,94.06575963372816
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,96,92.62433863725612,0.3610193717280257,25419.788147211075,3.444906,0.025654,92.12857138497488,94.24489795849166
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,97,92.27513223799448,0.3612871822147181,25700.760613441467,3.444906,0.025654,91.78571425083706,94.24489795641564
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,98,93.07936504868604,0.3615511838212455,25982.8634455204,3.444906,0.025654,92.82857143729072,94.33106575686917
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,99,93.16402114141556,0.3618212938031625,26264.277502536774,3.444906,0.025654,92.60000001743862,94.36281178653915
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,100,92.67724868209274,0.3620118306443498,26543.743613004684,3.444906,0.025654,92.45714283098494,94.43537414689185
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,101,91.07936509874132,0.3622244101402988,26824.16647052765,3.444906,0.025654,90.84285710797992,94.2789115604738
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,102,91.4603174796937,0.3624796528602875,27105.232572555546,3.444906,0.025654,91.21428571428572,94.37414965778792
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,103,91.72486774424397,0.3626624744617765,27383.946954727173,3.444906,0.025654,91.47142858014789,94.31972788977244
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,104,91.24338619817502,0.3628848738195211,27664.132771730423,3.444906,0.025654,91.17142858014788,94.3106575901438
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,105,91.98941795066553,0.3631278462305646,27945.58828663826,3.444906,0.025654,92.22857141113282,94.33560090495344
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,106,92.67724866756056,0.3633378998655046,28225.28870725632,3.444906,0.025654,92.41428573172432,94.4240362777191
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,107,92.39682540974287,0.3635136684514355,28505.78976726532,3.444906,0.025654,91.9428570905413,94.53061223866987
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,108,92.87301587140118,0.3637176379004415,28786.31750321388,3.444906,0.025654,92.5285713936942,94.437641721972
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,109,93.22222222060752,0.3638989628904672,29065.906784057617,3.444906,0.025654,93.05714286586216,94.50340135639216
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,110,93.42857141242456,0.3641130250302813,29345.854078054428,3.444906,0.025654,93.27142858886718,94.63492063353662
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,111,93.20634916113798,0.3644207784106094,29629.21787500381,3.444906,0.025654,92.28571423339844,94.59410430493
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,112,92.64021161599132,0.3646888669439264,29916.146921634678,3.444906,0.025654,92.07142858014788,94.7120181350535
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,113,92.67195769779266,0.3649691340930396,30202.56884241104,3.444906,0.025654,92.12857142857143,94.65759636911405
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,114,92.86243381076387,0.3652427967038975,30489.941088438038,3.444906,0.025654,92.42857138497487,94.70068027072485
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,115,93.35449733835048,0.3654833483642353,30777.34913253784,3.444906,0.025654,93.08571425083706,94.72335600491824
Hardswish,0.0415495194419526,3.0,0.0,3.0,3.0,2.0,4.0,2.0,SGD,1.0,False,4.0,0.0002950472121227,116,91.98412695990667,0.3657444761961504,31062.768503665924,3.444906,0.025654,91.9857142944336,94.68253967838764
